52,00;1;
52,50;1;
52,80;1;
53,30;1;
62,30;1;
69,80;0;
73,70;0;
63,30;1;
57,20;1;
63,00;1;
73,40;0;
76,90;0;
67,90;0;
59,20;1;
60,50;1;
66,80;0;
74,20;0;
70,20;0;
63,40;1;
59,90;1;
67,20;0;
75,60;0;
70,70;0;
66,60;0;
61,30;1;
58,50;1;
66,30;0;
73,90;0;
70,10;0;
63,40;1;
61,50;1;
68,20;0;
78,50;0;
73,30;0;
61,80;1;
60,50;1;
71,00;0;
79,10;0;
72,60;0;
69,10;0;
63,70;1;
62,30;1;
73,60;0;
79,20;0;
68,20;0;
61,00;1;
59,90;1;
70,80;0;
79,40;0;
74,00;0;
62,30;1;
60,40;1;
74,00;0;
80,00;0;
74,20;0;
62,40;1;
59,90;1;
71,80;0;
76,50;0;
63,30;1;
59,30;1;
70,20;0;
82,30;0;
76,00;0;
68,10;0;
66,80;0;
67,90;0;
65,30;0;
61,80;1;
64,40;1;
73,30;0;
80,00;0;
75,70;0;
67,50;0;
67,10;0;
68,40;0;
67,80;0;
61,40;1;
59,70;1;
73,00;0;
80,50;0;
73,70;0;
70,50;0;
70,00;0;
64,60;1;
64,20;1;
72,10;0;
78,40;0;
72,10;0;
68,80;0;
66,90;0;
62,70;1;
61,40;1;
70,70;0;
80,80;0;
72,30;0;
63,40;1;
64,70;1;
74,70;0;
80,10;0;
73,60;0;
66,90;0;
70,00;0;
67,90;0;
65,30;0;
64,00;1;
61,30;1;
69,80;0;
82,00;0;
74,00;0;
70,20;0;
73,10;0;
69,10;0;
64,90;1;
64,90;1;
74,60;0;
80,20;0;
72,60;0;
70,40;0;
72,60;0;
68,80;0;
67,30;0;
71,00;0;
67,50;0;
64,00;1;
63,70;1;
72,40;0;
80,10;0;
71,70;0;
70,00;0;
66,60;0;
61,00;1;
62,60;1;
75,50;0;
81,50;0;
74,40;0;
69,50;0;
68,60;0;
70,70;0;
67,60;0;
61,40;1;
60,20;1;
68,80;0;
76,90;0;
69,80;0;
63,40;1;
67,80;0;
74,30;0;
71,30;0;
70,00;0;
68,20;0;
67,50;0;
67,30;0;
63,70;1;
61,00;1;
73,30;0;
81,70;0;
76,30;0;
74,30;0;
72,00;0;
68,40;0;
68,50;0;
63,40;1;
66,80;0;
75,90;0;
71,30;0;
64,70;1;
63,10;1;
68,80;0;
78,50;0;
73,70;0;
71,40;0;
63,60;1;
60,80;1;
72,10;0;
81,30;0;
74,90;0;
64,30;1;
65,00;0;
73,90;0;
73,60;0;
65,50;0;
68,20;0;
63,10;1;
64,70;1;
69,70;0;
79,70;0;
73,70;0;
68,10;0;
70,80;0;
63,90;1;
64,00;1;
74,20;0;
81,50;0;
73,10;0;
68,60;0;
74,40;0;
71,70;0;
69,50;0;
65,60;0;
66,60;0;
68,20;0;
65,60;0;
64,40;1;
63,30;1;
71,50;0;
80,00;0;
72,90;0;
70,70;0;
72,40;0;
66,60;0;
64,20;1;
65,50;0;
75,20;0;
74,60;0;
73,40;0;
70,00;0;
62,60;1;
61,30;1;
73,10;0;
